Emapp,id,Produit,Code NFH,Famille,Ss-Famille,Gamme,Variante,Conditmt,Prix indicatif,Unite Energ.,Poids/Volume par piece,Calcium,Sodium,Proteines,Glucides,Lipides,kJ,kcal,dont acides gras satures,dont sucres,% de net
EMApp,1115,Betterave rouge,10.09,Fruits_et_légumes,Légumes,cuit sous vide,entière,Kg,1.80 €,kg,1,18.40,54.10,2.30,7.17,0.10,183,43,0.02,6.68,1
EMApp,1116,Betterave rouge,10.09,Fruits_et_légumes,Légumes,cru sous vide,rapée,Kg,1.73 €,kg,1,18.40,54.10,2.30,7.17,0.10,183,43,0.02,6.68,1
EMApp,1117,Betterave rouge,10.10,Fruits_et_légumes,Légumes,brut,rapée,Kg,0.60 €,kg,1,18.40,54.10,2.30,7.17,0.10,183,43,0.02,6.68,1
EMApp,1118,Betterave rouge,10.10,Fruits_et_légumes,Légumes,brut,,Kg,0.53 €,kg,1,18.40,54.10,2.30,7.17,0.10,183,43,0.02,6.68,0.80
EMApp,1119,Bette,10.09,Fruits_et_légumes,Légumes,cuit sous vide,,Kg,2.95 €,kg,1,66.90,208,1.88,2.03,0.08,86,21,0.01,1.10,1
EMApp,1120,Bette,10.10,Fruits_et_légumes,Légumes,brut,epluchée,Kg,2.20 €,kg,1,66.90,208,1.88,2.03,0.08,86,21,0.01,1.10,1
EMApp,1121,Bette,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.80 €,kg,1,66.90,208,1.88,2.03,0.08,86,21,0.01,1.10,0.60
EMApp,1122,Beignet,10.06,Surgelés,Surgelé pâtisserie,surgelé,pomme,unité,0.16 €,piece,0.043,29.70,329,6.30,41.50,13.40,1308,312,0.25,8.34,1
EMApp,1123,Beignet,10.06,Surgelés,Surgelé pâtisserie,surgelé,framboise,unité,0.21 €,piece,0.043,29.70,329,6.30,41,14.20,1330,317,4.57,19.20,1
EMApp,1124,Beignet,10.06,Surgelés,Surgelé pâtisserie,surgelé,chocolat,unité,0.21 €,piece,0.043,37,273,8.00,45.50,18.50,1583,379,2.80,18,1
EMApp,1125,Beignet,10.06,Surgelés,Surgelé pâtisserie,surgelé,abricot,unité,0.16 €,piece,0.043,29.70,329,6.00,41.90,12.40,1273,303,4.57,19.20,1
EMApp,1126,Fromage-Beaufort,10.12,BOF,Fromages affinés à pâte dure,brut,bloc,kg,26.09 €,kg,1,745,506,26.60,3.71,30.30,1640,395,20.10,0,1
EMApp,1127,Bavette,10.07,Viandes_Poissons,Bœuf,brut,,Kg,9.50 €,kg,1,0,0,18.30,0,3.27,432,103,1.45,0,1
EMApp,1128,Batavia,10.09,Fruits_et_légumes,Légumes,cru sous vide,,Kg,1.80 €,kg,1,48.70,0,0.70,2.31,0.10,65,16,0.02,1.70,1
EMApp,1129,Batavia,10.10,Fruits_et_légumes,Légumes,cru sous vide,epluchée,Kg,2.90 €,kg,1,48.70,0,0.70,2.31,0.10,65,16,0.02,1.70,1
EMApp,1130,Batavia,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.80 €,kg,1,48.70,0,0.70,2.31,0.10,65,16,0.02,1.70,0.50
EMApp,1131,Basilic,10.10,Fruits_et_légumes,"Herbes, épices et assaisonnements",brut,,Kg,28 €,kg,1,213,6.50,3.12,1.23,0.72,128,31,0.05,1.24,1
EMApp,1132,Bar,10.08,Viandes_Poissons,Poisson,brut,,Kg,13.77 €,kg,1,130,88.60,19.30,0,2.13,407,96,0.49,0,0.50
EMApp,1133,Banane,10.10,Fruits_et_légumes,Fruits,brut,,Kg,1.35 €,kg,1,4.47,1,1.20,20.50,0.23,397,94,0.06,15.90,0.80
EMApp,1134,Baie de genièvre,10.10,Epicerie,"Herbes, épices et assaisonnements",brut,,Kg,3.20 €,kg,1,1283,0,18.00,36,14,1500,359,0,0,1
EMApp,1135,Baguette,10.14,Epicerie,Epicerie,déshydraté,,unité,0.78 €,piece,0.200,36,681,8.40,59,1.47,1230,290,0.16,2.12,1
EMApp,1136,Bacon,10.07,Viandes_Poissons,Charcuterie,brut,,kg,6.24 €,kg,1,0,0,23.00,0.70,2.30,488,110,0.88,0,1
EMApp,1137,Avocat,10.10,Fruits_et_légumes,Légumes,brut,,Unité,0.60 €,piece,0.150,10.80,38.80,1.80,1.02,16,685,167,2.30,1.03,0.70
EMApp,1138,Aubergine,10.09,Fruits_et_légumes,Légumes,cru sous vide,cube,Kg,3.65 €,kg,1,20,158,0.80,6.30,0.20,148,35,0.03,3.20,1
EMApp,1139,Aubergine,10.09,Fruits_et_légumes,Légumes,cru sous vide,lamelle,Kg,3.65 €,kg,1,20,158,0.80,6.30,0.20,148,35,0.03,3.20,1
EMApp,1140,Aubergine,10.10,Fruits_et_légumes,Légumes,brut,cube,Kg,3.45 €,kg,1,20,158,0.80,6.30,0.20,148,35,0.03,3.20,1
EMApp,1141,Aubergine,10.10,Fruits_et_légumes,Légumes,brut,lamelle,Kg,3.45 €,kg,1,20,158,0.80,6.30,0.20,148,35,0.03,2.30,1
EMApp,1142,Aubergine,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2 €,kg,1,20,158,0.80,6.30,0.20,148,35,0.03,2.30,0.80
EMApp,1143,Asperge,10.09,Fruits_et_légumes,Légumes,cuit sous vide,entière,Kg,5.26 €,kg,1,20,8.50,2.68,3.18,0.32,125,30,0.10,1.03,1
EMApp,1144,Asperge,10.10,Fruits_et_légumes,Légumes,brut,,Kg,5.26 €,kg,1,20,8.50,2.68,3.18,0.32,125,30,0.10,1.03,0.80
EMApp,1145,Asperge,10.14,Epicerie,Epicerie,appertisé,,Boite 4/4,2.80 €,kg,1,21,340,3.40,0.95,0.50,97,23,0.11,0.95,1
EMApp,1146,Artichaut,10.09,Fruits_et_légumes,Légumes,cuit sous vide,coeur,Kg,5.25 €,kg,1,43.10,61.50,2.90,4.84,0.23,180,43,0.04,1.44,1
EMApp,1147,Artichaut,10.09,Fruits_et_légumes,Légumes,cru sous vide,coeur,Kg,4.25 €,kg,1,39,56.60,2.80,4.92,0.20,186,44,0.04,1.44,1
EMApp,1148,Artichaut,10.10,Fruits_et_légumes,Légumes,brut,coeur,Kg,3.95 €,kg,1,39,56.60,2.80,4.92,0.20,186,44,0.04,1.44,1
EMApp,1149,Artichaut,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2 €,kg,1,39,56.60,2.80,4.92,0.20,186,44,0.04,1.44,0.50
EMApp,1150,Arome vanille en poudre,10.14,Epicerie,Epicerie,déshydraté,,Flacon,7 €,kg,1,0,0,0.60,66,0.30,0,0,0,66,1
EMApp,1151,Arome fraise en poudre,10.14,Epicerie,Epicerie,déshydraté,,Flacon,230 €,kg,1,0,0,0.60,66,0.30,0,0,0,66,1
EMApp,1152,Anguille,10.08,Viandes_Poissons,Poisson,brut,,Kg,23.80 €,kg,1,0,65,20.50,0,15,904,217,0.54,0,0.50
EMApp,1153,Aneth,10.10,Fruits_et_légumes,Légumes,brut,,Kg,52 €,kg,1,0,0,3.50,7,1.10,180,43,0,0,1
EMApp,1154,Andouillette,10.07,Viandes_Poissons,Charcuterie,cuit sous vide,,Kg,4.20 €,kg,1,35.60,0,22.50,0,20,1130,271,8.66,0,1
EMApp,1155,Anchois,10.08,Viandes_Poissons,Poisson,brut,,Kg,5.70 €,kg,1,66.30,73,19.40,0,3.48,459,109,0.93,0,0.50
EMApp,1156,Ananas morceaux,10.14,Epicerie,Epicerie,appertisé,,kg,1.75 €,kg,1,14.30,2,0.40,19.10,0,348,82,0,17.60,1
EMApp,1157,Ananas,10.09,Fruits_et_légumes,Fruits,cru sous vide,cube,Kg,1.45 €,kg,1,20.30,2.88,0.40,11,0.20,223,53,0.01,9.24,1
EMApp,1158,Ananas,10.09,Fruits_et_légumes,Fruits,cru sous vide,tranche,Kg,1.45 €,kg,1,20.30,2.88,0.40,11,0.20,223,53,0.01,9.24,1
EMApp,1159,Ananas,10.10,Fruits_et_légumes,Fruits,brut,,Unité,1.29 €,kg,1,20.30,2.88,0.40,11,0.20,223,53,0.01,9.24,0.60
EMApp,1160,Amande en poudre,10.14,Epicerie,Epicerie,déshydraté,,kg,6.33 €,kg,1,248,1.61,25.40,1.50,53.40,2620,634,4.04,1.08,1
EMApp,1161,Amande effilée,10.14,Epicerie,Epicerie,déshydraté,,kg,6.79 €,kg,1,236,19,21.40,8.76,52.50,2610,631,3.95,4.63,1
EMApp,1162,Alfalfa,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.89 €,kg,1,32,6,4.00,3.80,0.70,158,29,0.10,0.20,0.50
EMApp,1163,Airelles,10.10,Fruits_et_légumes,Fruits,brut,,Kg,3.95 €,kg,1,15,0,0.20,5,0.40,105,25,0,5,1
EMApp,1164,Aile de raie,10.02,Surgelés,Surgelé poisson,surgelé,,Kg,2.97 €,kg,1,50,80,18.90,0,0.50,340,80,0,0,0.80
EMApp,1165,Ail pulpe,10.14,Epicerie,Epicerie,déshydraté,,kg,3.09 €,kg,1,0,0,4.50,23.40,20.10,1195,285,2.50,0.70,1
EMApp,1166,Ail haché,10.03,Surgelés,Surgelé légume,surgelé,,Kg,2.05 €,kg,1,17.70,17.60,7.90,1.57,0.47,555,131,0,0,1
EMApp,1167,Ail,10.09,Fruits_et_légumes,"Herbes, épices et assaisonnements",cru sous vide,epluché,Kg,6.25 €,kg,1,17.70,17.60,7.90,21.50,0.47,555,131,0.10,1.57,1
EMApp,1168,Ail,10.10,Fruits_et_légumes,"Herbes, épices et assaisonnements",brut,epluché,Kg,6 €,kg,1,17.70,17.60,7.90,21.50,0.47,555,131,0.10,1.57,1
EMApp,1169,Ail,10.10,Fruits_et_légumes,"Herbes, épices et assaisonnements",brut,,Kg,3.50 €,kg,1,17.70,17.60,7.90,21.50,0.47,555,131,0.10,1.57,0.50
EMApp,1170,Agar-agar,10.14,Epicerie,Epicerie,déshydraté,,pot,90 €,kg,1,0,9,0.50,7,0.50,122.20,26,0,0.30,1
EMApp,1171,Abricots au sirop,10.14,Epicerie,Epicerie,appertisé,,kg,1.84 €,kg,1,14,5.70,0.50,15.40,0.10,287,68,0,15.40,1
EMApp,1172,Abricot sec,10.14,Epicerie,Epicerie,déshydraté,,kg,7.80 €,kg,1,61,39,3.10,53,0.80,970,229,0.07,40.50,1
EMApp,1173,Abricot,10.09,Fruits_et_légumes,Fruits,cuit sous vide,oreillon,Kg,4.49 €,kg,1,13.70,5.70,0.50,15.40,0.10,287,68,0,15.40,1
EMApp,1174,Abricot,10.09,Fruits_et_légumes,Fruits,cuit sous vide,entier,Kg,4 €,kg,1,13.70,5.70,0.50,15.40,0.10,287,68,0,15.40,1
EMApp,1175,Abricot,10.10,Fruits_et_légumes,Fruits,brut,,Kg,4 €,kg,1,15.60,2.20,0.90,9.01,0.21,208,49,0,8.02,0.90
